date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,psTTM,pcfNcfTTM,pbMRQ,isST
2020-07-06,sh.600000,10.2016174000,11.1134433800,10.1925894200,11.0141356000,10.1023096200,149558001,1776417981.0000,2,0.532200,1,9.025900,5.986922,1.826758,19.054742,0.698381,0
2020-07-07,sh.600000,11.2398351000,11.4565066200,10.9238558000,10.9328837800,11.0141356000,131469759,1621839646.0000,2,0.467800,1,-0.737700,5.942756,1.813282,18.914174,0.693229,0
2020-07-08,sh.600000,10.9870516600,11.2308071200,10.8606599400,10.9599677200,10.9328837800,104879230,1282339816.0000,2,0.373200,1,0.247700,5.957478,1.817774,18.961030,0.694947,0
2020-07-09,sh.600000,11.0683034800,11.0683034800,10.7794081200,10.8245480200,10.9599677200,91311738,1101713242.0000,2,0.324900,1,-1.235600,5.883868,1.795314,18.726750,0.686360,0
2020-07-10,sh.600000,10.8155200400,10.9148278200,10.4273169000,10.4724568000,10.8245480200,78611864,925839420.0000,2,0.279700,1,-3.252700,5.692483,1.736918,18.117623,0.664035,0
2020-07-13,sh.600000,10.4724568000,10.6981563000,10.4363448800,10.5266246800,10.4724568000,96564333,1128297577.0000,2,0.343600,1,0.517200,5.721927,1.745902,18.211335,0.667469,0
2020-07-14,sh.600000,10.4814847800,10.5537086200,10.2287013400,10.2738412400,10.5266246800,79944260,919482272.0000,2,0.284500,1,-2.401400,5.584522,1.703976,17.774013,0.651441,0
2020-07-15,sh.600000,10.3550930600,10.3550930600,10.0571697200,10.0932816400,10.2738412400,92438310,1042128861.0000,2,0.328900,1,-1.757500,5.486376,1.674029,17.461640,0.639992,0
2020-07-16,sh.600000,10.1564775000,10.3641210400,10.1113376000,10.1113376000,10.0932816400,96614162,1094090004.0000,2,0.343800,1,0.178900,5.496193,1.677025,17.492884,0.641137,0
2020-07-17,sh.600000,10.2648132600,10.2828692200,10.0842536600,10.1745334600,10.1113376000,68639480,771657319.0000,2,0.244200,1,0.625000,5.530544,1.687506,17.602214,0.645144,0
2020-07-20,sh.600000,10.2196733600,10.4453728600,10.1745334600,10.4002329600,10.1745334600,78766518,901216619.0000,2,0.280300,1,2.218300,5.653227,1.724940,17.992681,0.659455,0
2020-07-21,sh.600000,10.4634288200,10.4814847800,10.2918972000,10.4182889200,10.4002329600,55004587,632576750.4800,2,0.195700,1,0.173600,5.663041,1.727934,18.023918,0.660600,0
2020-07-22,sh.600000,10.4273169000,10.6078765000,10.3821770000,10.4905127600,10.4182889200,98687637,1147395851.0800,2,0.351200,1,0.693200,5.702300,1.739913,18.148867,0.665180,0
2020-07-23,sh.600000,10.4619524800,10.4619524800,10.1002107200,10.3191596800,10.4905110400,86806896,937319747.4400,2,0.308900,1,-1.633400,5.319529,1.623120,16.930613,0.620529,0
2020-07-24,sh.600000,10.2620425600,10.2810816000,9.9003008000,9.9193398400,10.3191596800,72886391,769923511.0200,2,0.259300,1,-3.874500,5.113422,1.560232,16.274629,0.596487,0
2020-07-27,sh.600000,10.0430936000,10.0430936000,9.8241446400,9.8717422400,9.9193398400,44655910,465608566.0200,2,0.158900,1,-0.479800,5.088885,1.552745,16.196536,0.593624,0
2020-07-28,sh.600000,9.9574179200,10.0335740800,9.8527032000,9.8907812800,9.8717422400,32599274,339999710.6400,2,0.116000,1,0.192900,5.098700,1.555740,16.227774,0.594769,0
2020-07-29,sh.600000,9.8527032000,10.0335740800,9.8241446400,10.0050155200,9.8907812800,45256602,474093212.7100,2,0.161000,1,1.155000,5.157588,1.573708,16.415197,0.601639,0
2020-07-30,sh.600000,10.0050155200,10.0240545600,9.9003008000,9.9003008000,10.0050155200,40443481,422561053.5800,2,0.143900,1,-1.046600,5.103607,1.557237,16.243392,0.595342,0
2020-07-31,sh.600000,9.9098203200,10.0145350400,9.8146251200,9.8622227200,9.9003008000,65368427,679850126.0200,2,0.232600,1,-0.384600,5.083978,1.551248,16.180918,0.593052,0
2020-08-03,sh.600000,9.9003008000,9.9764569600,9.8717422400,9.9098203200,9.8622227200,56272005,586201746.4000,2,0.200200,1,0.482600,5.108515,1.558734,16.259011,0.595914,0
2020-08-04,sh.600000,9.9574179200,10.2049254400,9.9288593600,10.1478083200,9.9098203200,88522454,937235108.7800,2,0.315000,1,2.401500,5.231198,1.596168,16.649477,0.610225,0
2020-08-05,sh.600000,10.1287692800,10.1287692800,9.9478984000,10.0050155200,10.1478083200,46011280,483338972.0200,2,0.163700,1,-1.407100,5.157588,1.573708,16.415197,0.601639,0
2020-08-06,sh.600000,10.0621326400,10.1192497600,9.9098203200,10.0240545600,10.0050155200,42484232,445698833.1400,2,0.151200,1,0.190300,5.167402,1.576703,16.446435,0.602784,0
2020-08-07,sh.600000,10.0050155200,10.0240545600,9.8622227200,9.9288593600,10.0240545600,44271966,461730420.8800,2,0.157500,1,-0.949700,5.118329,1.561729,16.290248,0.597059,0
2020-08-10,sh.600000,9.9193398400,10.0621326400,9.8907812800,10.0145350400,9.9288593600,48973967,514604347.7700,2,0.174300,1,0.862900,5.162495,1.575205,16.430816,0.602211,0
2020-08-11,sh.600000,10.0716521600,10.1668473600,9.9478984000,9.9669374400,10.0145350400,63673224,676102351.1700,2,0.226600,1,-0.475300,5.137959,1.567718,16.352723,0.599349,0
2020-08-12,sh.600000,9.9859764800,10.0906912000,9.9574179200,10.0526131200,9.9669374400,43268629,455458282.1200,2,0.154000,1,0.859600,5.182124,1.581195,16.493291,0.604501,0
2020-08-13,sh.600000,10.0906912000,10.1002107200,9.9954960000,10.0050155200,10.0526131200,25798477,271625415.1200,2,0.091800,1,-0.473500,5.157588,1.573708,16.415197,0.601639,0
2020-08-14,sh.600000,10.0240545600,10.0906912000,9.9764569600,10.0811716800,10.0050155200,37584530,396506222.6300,2,0.133700,1,0.761200,5.196846,1.585687,16.540146,0.606218,0
2020-08-17,sh.600000,10.0811716800,10.4524329600,10.0621326400,10.3191596800,10.0811716800,98742699,1066482968.3100,2,0.351300,1,2.360700,5.319529,1.623120,16.930613,0.620529,0
2020-08-18,sh.600000,10.3286792000,10.3286792000,10.1192497600,10.1763668800,10.3191596800,54091961,580056196.3200,2,0.192500,1,-1.383800,5.245920,1.600660,16.696333,0.611943,0
2020-08-19,sh.600000,10.1763668800,10.2239644800,10.0621326400,10.0716521600,10.1763668800,43448106,462151805.4300,2,0.154600,1,-1.029000,5.191939,1.584189,16.524528,0.605646,0
2020-08-20,sh.600000,10.0526131200,10.0621326400,9.9288593600,9.9669374400,10.0716521600,53539028,559975457.1000,2,0.190500,1,-1.039700,5.137959,1.567718,16.352723,0.599349,0
2020-08-21,sh.600000,10.0526131200,10.0526131200,9.9478984000,9.9954960000,9.9669374400,31451520,329790600.6200,2,0.111900,1,0.286500,5.152681,1.572211,16.399579,0.601066,0
2020-08-24,sh.600000,10.0621326400,10.0621326400,9.9383788800,9.9574179200,9.9954960000,38982822,408922474.8500,2,0.138700,1,-0.381000,5.133051,1.566221,16.337104,0.598776,0
2020-08-25,sh.600000,9.9764569600,10.0050155200,9.9098203200,9.9478984000,9.9574179200,37897250,396122405.2800,2,0.134800,1,-0.095600,5.128144,1.564724,16.321485,0.598204,0
2020-08-26,sh.600000,9.9383788800,9.9478984000,9.8527032000,9.8717422400,9.9478984000,39278732,408174291.9000,2,0.139800,1,-0.765600,5.088885,1.552745,16.196536,0.593624,0
2020-08-27,sh.600000,9.8812617600,9.9003008000,9.8241446400,9.8527032000,9.8717422400,30462492,315213297.1200,2,0.108400,1,-0.192900,5.079071,1.549750,16.165299,0.592480,0
2020-08-28,sh.600000,9.8527032000,9.9574179200,9.8146251200,9.9574179200,9.8527032000,53131203,552429110.6800,2,0.189100,1,1.062800,5.133051,1.566221,16.337104,0.598776,0
2020-08-31,sh.600000,9.9574179200,10.0050155200,9.8241446400,9.8622227200,9.9574179200,80037356,835524366.2700,2,0.284800,1,-0.956000,5.453515,1.563467,2.300995,0.605517,0
2020-09-01,sh.600000,9.8146251200,9.8622227200,9.7670275200,9.7955860800,9.8622227200,53931233,555922098.7400,2,0.191900,1,-0.675700,5.416669,1.552903,2.285448,0.601425,0
2020-09-02,sh.600000,9.7860665600,9.7955860800,9.6337542400,9.6908713600,9.7955860800,56787081,578763478.8800,2,0.202100,1,-1.069000,5.358764,1.536303,2.261017,0.594996,0
2020-09-03,sh.600000,9.7003908800,9.7384689600,9.6242347200,9.6337542400,9.6908713600,40832020,414701608.0100,2,0.145300,1,-0.589400,5.327180,1.527248,2.247691,0.591489,0
2020-09-04,sh.600000,9.5861566400,9.6623128000,9.5290395200,9.5861566400,9.6337542400,38443982,387141417.9400,2,0.131000,1,-0.494100,5.300860,1.519702,2.236586,0.588567,0
2020-09-07,sh.600000,9.5861566400,9.6718323200,9.5290395200,9.5290395200,9.5861566400,58564585,589509231.0200,2,0.199500,1,-0.595800,5.269276,1.510647,2.223259,0.585060,0
2020-09-08,sh.600000,9.5861566400,9.6051956800,9.5290395200,9.5671176000,9.5290395200,52972540,532346432.8700,2,0.180500,1,0.399600,5.290332,1.516684,2.232143,0.587398,0
2020-09-09,sh.600000,9.5290395200,9.5956761600,9.5195200000,9.5290395200,9.5671176000,49418500,496009217.1600,2,0.168400,1,-0.398000,5.269276,1.510647,2.223259,0.585060,0
2020-09-10,sh.600000,9.5766371200,9.5766371200,9.4624028800,9.4814419200,9.5290395200,54169916,540727380.9400,2,0.184600,1,-0.499500,5.242956,1.503102,2.212154,0.582138,0
2020-09-11,sh.600000,9.4719224000,9.4814419200,9.3767272000,9.4433638400,9.4814419200,49947642,494619679.9000,2,0.170200,1,-0.401600,5.221900,1.497065,2.203270,0.579800,0
2020-09-14,sh.600000,9.4719224000,9.4719224000,9.3862467200,9.4243248000,9.4433638400,38851230,384257705.8000,2,0.132400,1,-0.201600,5.211372,1.494047,2.198828,0.578631,0
2020-09-15,sh.600000,9.4338443200,9.4433638400,9.3767272000,9.3862467200,9.4243248000,46601549,459933677.8500,2,0.158800,1,-0.404000,5.190316,1.488010,2.189944,0.576293,0
2020-09-16,sh.600000,9.3957662400,9.4243248000,9.3291296000,9.3862467200,9.3862467200,51470657,507227129.4500,2,0.175400,1,0.000000,5.190316,1.488010,2.189944,0.576293,0
2020-09-17,sh.600000,9.3957662400,9.4148052800,9.3291296000,9.3576881600,9.3862467200,43171675,424496711.8200,2,0.147100,1,-0.304300,5.174524,1.483483,2.183281,0.574540,0
2020-09-18,sh.600000,9.3672076800,9.4624028800,9.3291296000,9.4624028800,9.3576881600,95230581,941630507.9200,2,0.324400,1,1.119000,5.232428,1.500083,2.207712,0.580969,0
2020-09-21,sh.600000,9.4624028800,9.4909614400,9.3576881600,9.3672076800,9.4624028800,55998716,553037614.4800,2,0.190800,1,-1.006000,5.179788,1.484992,2.185502,0.575124,0
2020-09-22,sh.600000,9.3386491200,9.3672076800,9.2244148800,9.2339344000,9.3672076800,65952098,643194146.4000,2,0.224700,1,-1.422800,5.106092,1.463864,2.154407,0.566941,0
2020-09-23,sh.600000,9.2434539200,9.2529734400,9.1577782400,9.1672977600,9.2339344000,41909587,404393340.1600,2,0.142800,1,-0.721600,5.069244,1.453300,2.138860,0.562850,0
2020-09-24,sh.600000,9.1482587200,9.1577782400,9.0054659200,9.0435440000,9.1672977600,53858739,512493256.0400,2,0.183500,1,-1.349900,5.000812,1.433681,2.109986,0.555252,0
2020-09-25,sh.600000,9.0435440000,9.0721025600,9.0054659200,9.0149854400,9.0435440000,29487505,279750442.3200,2,0.100500,1,-0.315800,4.985019,1.429154,2.103323,0.553498,0
2020-09-28,sh.600000,9.0340244800,9.0721025600,9.0054659200,9.0054659200,9.0149854400,26257827,249063489.4100,2,0.089500,1,-0.105600,4.979755,1.427645,2.101102,0.552914,0
2020-09-29,sh.600000,9.0435440000,9.0625830400,8.9769073600,8.9769073600,9.0054659200,32988266,312583584.9800,2,0.112400,1,-0.317100,4.963963,1.423117,2.094439,0.551161,0
2020-09-30,sh.600000,8.9959464000,9.0340244800,8.9007512000,8.9388292800,8.9769073600,39006807,367745388.5700,2,0.132900,1,-0.424200,4.942907,1.417081,2.085555,0.548823,0
2020-10-09,sh.600000,8.9864268800,9.0245049600,8.9483488000,8.9673878400,8.9388292800,39772687,375559366.0100,2,0.135500,1,0.319500,4.958699,1.421608,2.092218,0.550576,0
2020-10-12,sh.600000,8.9959464000,9.1672977600,8.9673878400,9.1292196800,8.9673878400,66671637,637356691.4000,2,0.227100,1,1.804700,5.048188,1.447264,2.129976,0.560512,0
2020-10-13,sh.600000,9.1197001600,9.1292196800,9.0625830400,9.0816220800,9.1292196800,28059097,267595710.6100,2,0.095600,1,-0.521400,5.021868,1.439718,2.118871,0.557590,0
2020-10-14,sh.600000,9.0816220800,9.1006611200,9.0435440000,9.0721025600,9.0816220800,42969217,409511681.6600,2,0.146400,1,-0.104800,5.016604,1.438209,2.116650,0.557005,0
2020-10-15,sh.600000,9.0816220800,9.2529734400,9.0721025600,9.1577782400,9.0721025600,66146732,637856656.3500,2,0.225400,1,0.944400,5.063980,1.451791,2.136639,0.562266,0
2020-10-16,sh.600000,9.1482587200,9.3005710400,9.1387392000,9.2529734400,9.1577782400,74850236,726361115.9100,2,0.255000,1,1.039500,5.116620,1.466882,2.158849,0.568110,0
2020-10-19,sh.600000,9.2624929600,9.4528833600,9.1768172800,9.1863368000,9.2529734400,84532385,826077895.1900,2,0.288000,1,-0.720200,5.079772,1.456318,2.143302,0.564019,0
2020-10-20,sh.600000,9.1672977600,9.1863368000,9.0530635200,9.1197001600,9.1863368000,46687029,446894604.2400,2,0.159100,1,-0.725400,5.042924,1.445754,2.127755,0.559928,0
2020-10-21,sh.600000,9.1197001600,9.2339344000,9.0530635200,9.2339344000,9.1197001600,61622129,592503578.5200,2,0.209900,1,1.252600,5.106092,1.463864,2.154407,0.566941,0
2020-10-22,sh.600000,9.2053758400,9.2910515200,9.1292196800,9.1863368000,9.2339344000,47288884,456765638.5400,2,0.161100,1,-0.515500,5.079772,1.456318,2.143302,0.564019,0
2020-10-23,sh.600000,9.1672977600,9.3196100800,9.1577782400,9.2339344000,9.1863368000,70954476,689493436.8500,2,0.241700,1,0.518100,5.106092,1.463864,2.154407,0.566941,0
2020-10-26,sh.600000,9.2529734400,9.2815320000,9.1292196800,9.1387392000,9.2339344000,52711443,508770627.5400,2,0.179600,1,-1.030900,5.053452,1.448773,2.132197,0.561097,0
2020-10-27,sh.600000,9.1292196800,9.1292196800,9.0245049600,9.0245049600,9.1387392000,38062780,362632658.5400,2,0.129700,1,-1.250000,4.990284,1.430663,2.105544,0.554083,0
2020-10-28,sh.600000,9.0245049600,9.0625830400,8.9293097600,8.9483488000,9.0245049600,45881367,432093181.1100,2,0.156300,1,-0.843900,4.948172,1.418590,2.087776,0.549407,0
2020-10-29,sh.600000,8.9007512000,8.9959464000,8.8912316800,8.9197902400,8.9483488000,43707348,409990836.3800,2,0.148900,1,-0.319100,4.932380,1.414062,2.081113,0.547654,0
2020-10-30,sh.600000,8.9293097600,8.9959464000,8.8055560000,8.8150755200,8.9197902400,56060864,523487861.4900,2,0.191000,1,-1.174000,4.874476,1.397462,2.056682,0.541224,0
2020-11-02,sh.600000,8.8341145600,8.8817121600,8.7769974400,8.8055560000,8.8150755200,46542251,431202859.4800,2,0.158600,1,-0.108000,4.909449,1.406533,3.310539,0.532103,0
2020-11-03,sh.600000,8.8626731200,8.9483488000,8.8341145600,8.8531536000,8.8055560000,67876111,632973896.6100,2,0.231200,1,0.540500,4.935986,1.414136,3.328434,0.534979,0
2020-11-04,sh.600000,8.9007512000,8.9483488000,8.8341145600,8.8912316800,8.8531536000,50256088,469008802.5000,2,0.171200,1,0.430100,4.957216,1.420218,3.342750,0.537280,0
2020-11-05,sh.600000,9.0054659200,9.0054659200,8.8817121600,8.9102707200,8.8912316800,55873229,523812724.4800,2,0.190400,1,0.214100,4.967831,1.423259,3.349908,0.538431,0
2020-11-06,sh.600000,8.9197902400,8.9769073600,8.8817121600,8.9388292800,8.9102707200,63919592,600129368.8900,2,0.217800,1,0.320500,4.983754,1.427821,3.360645,0.540157,0
2020-11-09,sh.600000,8.9673878400,9.0245049600,8.9388292800,8.9769073600,8.9388292800,88937655,839142819.5600,2,0.303000,1,0.426000,5.004984,1.433903,3.374960,0.542458,0
2020-11-10,sh.600000,9.0149854400,9.1292196800,8.9864268800,9.0054659200,8.9769073600,84217864,800256172.0500,2,0.286900,1,0.318100,5.020906,1.438465,3.385697,0.544183,0
2020-11-11,sh.600000,9.0340244800,9.1197001600,8.9864268800,9.1006611200,9.0054659200,64171805,610306555.3300,2,0.218600,1,1.057100,5.073982,1.453671,3.421487,0.549936,0
2020-11-12,sh.600000,9.0625830400,9.0721025600,8.9769073600,8.9769073600,9.1006611200,51891050,491018805.0800,2,0.176800,1,-1.359800,5.004984,1.433903,3.374960,0.542458,0
2020-11-13,sh.600000,8.9578683200,8.9578683200,8.8817121600,8.9102707200,8.9769073600,44910112,420337400.4700,2,0.153000,1,-0.742300,4.967831,1.423259,3.349908,0.538431,0
2020-11-16,sh.600000,8.9293097600,9.0054659200,8.9197902400,8.9959464000,8.9102707200,31878052,300508257.4300,2,0.108600,1,0.961500,5.015599,1.436944,3.382118,0.543608,0
2020-11-17,sh.600000,9.0054659200,9.0721025600,8.9864268800,9.0721025600,8.9959464000,47293970,448873504.2400,2,0.161100,1,0.846600,5.058059,1.449109,3.410750,0.548210,0
2020-11-18,sh.600000,9.0721025600,9.3005710400,9.0435440000,9.2339344000,9.0721025600,109417513,1059930872.6200,2,0.372800,1,1.783800,5.148287,1.474959,3.471592,0.557989,0
2020-11-19,sh.600000,9.2339344000,9.3100905600,9.1768172800,9.2720124800,9.2339344000,63840056,620569637.9800,2,0.217500,1,0.412400,5.169517,1.481041,3.485908,0.560290,0
2020-11-20,sh.600000,9.2148953600,9.2529734400,9.1482587200,9.2053758400,9.2720124800,46631360,450166503.4900,2,0.158900,1,-0.718700,5.132364,1.470397,3.460855,0.556264,0
2020-11-23,sh.600000,9.1958563200,9.4433638400,9.1672977600,9.4243248000,9.2053758400,92618240,909448904.4800,2,0.315500,1,2.378500,5.254437,1.505370,3.543172,0.569494,0
2020-11-24,sh.600000,9.4433638400,9.4909614400,9.3481686400,9.3767272000,9.4243248000,61221709,605831670.5200,2,0.208600,1,-0.505100,5.227899,1.497767,3.525277,0.566618,0
2020-11-25,sh.600000,9.4243248000,9.5100004800,9.3386491200,9.3386491200,9.3767272000,61216111,606063472.4200,2,0.208600,1,-0.406100,5.206669,1.491685,3.510961,0.564317,0
2020-11-26,sh.600000,9.3672076800,9.5100004800,9.2910515200,9.5004809600,9.3386491200,71595543,709188720.7500,2,0.243900,1,1.732900,5.296897,1.517535,3.571803,0.574096,0
2020-11-27,sh.600000,9.5290395200,9.7099104000,9.4814419200,9.7099104000,9.5004809600,113388037,1141650216.7000,2,0.386300,1,2.204400,5.413662,1.550987,3.650540,0.586752,0
2020-11-30,sh.600000,9.8051056000,10.0240545600,9.5766371200,9.5766371200,9.7099104000,203498922,2102112685.6900,2,0.693300,1,-1.372500,5.339357,1.529699,3.600435,0.578698,0
2020-12-01,sh.600000,9.5956761600,9.8527032000,9.5290395200,9.8051056000,9.5766371200,107812159,1099269635.9300,2,0.367300,1,2.385700,5.466737,1.566193,3.686330,0.592504,0
2020-12-02,sh.600000,9.7670275200,9.8907812800,9.7003908800,9.7575080000,9.8051056000,78702779,808812295.6100,2,0.268100,1,-0.485400,5.440200,1.558590,3.668435,0.589628,0
2020-12-03,sh.600000,9.7384689600,9.7860665600,9.6718323200,9.7479884800,9.7575080000,57195735,584153273.3800,2,0.194900,1,-0.097600,5.434892,1.557070,3.664856,0.589053,0
2020-12-04,sh.600000,9.7479884800,9.7575080000,9.5671176000,9.6813518400,9.7479884800,47336450,479183314.9700,2,0.161300,1,-0.683600,5.397740,1.546426,3.639804,0.585026,0
2020-12-07,sh.600000,9.6242347200,9.6813518400,9.4243248000,9.5100004800,9.6813518400,57810545,577584100.5400,2,0.197000,1,-1.769900,5.302205,1.519055,3.575382,0.574671,0
2020-12-08,sh.600000,9.4909614400,9.5766371200,9.4528833600,9.5004809600,9.5100004800,31522398,315079837.7200,2,0.107400,1,-0.100100,5.296897,1.517535,3.571803,0.574096,0
2020-12-09,sh.600000,9.5004809600,9.6051956800,9.4338443200,9.4338443200,9.5004809600,44090061,440752941.1800,2,0.150200,1,-0.701400,5.259744,1.506891,3.546751,0.570069,0
2020-12-10,sh.600000,9.4338443200,9.4814419200,9.2910515200,9.3481686400,9.4338443200,39400878,388252087.6400,2,0.134200,1,-0.908200,5.211977,1.493206,3.514540,0.564892,0
2020-12-11,sh.600000,9.3672076800,9.4052857600,9.2244148800,9.2339344000,9.3481686400,48386569,471620087.1100,2,0.164800,1,-1.222000,5.148287,1.474959,3.471592,0.557989,0
2020-12-14,sh.600000,9.2815320000,9.3291296000,9.2148953600,9.2815320000,9.2339344000,38743836,376928042.4700,2,0.132000,1,0.515500,5.174824,1.482562,3.489487,0.560866,0
2020-12-15,sh.600000,9.2624929600,9.2720124800,9.1387392000,9.2434539200,9.2815320000,39323070,379468277.5000,2,0.134000,1,-0.410300,5.153594,1.476479,3.475171,0.558565,0
2020-12-16,sh.600000,9.2529734400,9.3100905600,9.1768172800,9.1863368000,9.2434539200,47998904,465187094.3600,2,0.163500,1,-0.617900,5.121749,1.467356,3.453698,0.555113,0
2020-12-17,sh.600000,9.1768172800,9.3196100800,9.1292196800,9.3005710400,9.1863368000,42901555,415257095.4500,2,0.146200,1,1.243500,5.185439,1.485603,3.496645,0.562016,0
2020-12-18,sh.600000,9.2720124800,9.3196100800,9.2244148800,9.2910515200,9.3005710400,31884462,310411756.2600,2,0.108600,1,-0.102400,5.180132,1.484082,3.493066,0.561441,0
2020-12-21,sh.600000,9.2339344000,9.3005710400,9.1863368000,9.2815320000,9.2910515200,31965504,310813655.3600,2,0.108900,1,-0.102500,5.174824,1.482562,3.489487,0.560866,0
2020-12-22,sh.600000,9.2815320000,9.2815320000,9.0911416000,9.1482587200,9.2815320000,50418001,485974239.5300,2,0.171800,1,-1.435900,5.100519,1.461274,3.439382,0.552812,0
2020-12-23,sh.600000,9.1387392000,9.1768172800,9.0245049600,9.0911416000,9.1482587200,38656338,368816679.0900,2,0.131700,1,-0.624300,5.068674,1.452150,3.417908,0.549361,0
2020-12-24,sh.600000,9.0911416000,9.1958563200,9.0530635200,9.0911416000,9.0911416000,24871912,238279375.6100,2,0.084700,1,0.000000,5.068674,1.452150,3.417908,0.549361,0
2020-12-25,sh.600000,9.1006611200,9.1482587200,9.0530635200,9.1197001600,9.0911416000,22420976,214427367.0900,2,0.076400,1,0.314100,5.084597,1.456712,3.428645,0.551086,0
2020-12-28,sh.600000,9.0911416000,9.1672977600,9.0435440000,9.1101806400,9.1197001600,33765935,322826382.2700,2,0.115000,1,-0.104400,5.079289,1.455191,3.425066,0.550511,0
2020-12-29,sh.600000,9.1292196800,9.1577782400,9.0625830400,9.0721025600,9.1101806400,44150648,421945425.9600,2,0.150400,1,-0.418000,5.058059,1.449109,3.410750,0.548210,0
2020-12-30,sh.600000,9.0625830400,9.0816220800,8.9864268800,9.0435440000,9.0721025600,54885564,519975315.1900,2,0.187000,1,-0.314800,5.042136,1.444547,3.400013,0.546484,0
2020-12-31,sh.600000,9.0530635200,9.2244148800,9.0340244800,9.2148953600,9.0435440000,65992362,635666178.4700,2,0.224800,1,1.894700,5.137672,1.471918,3.464434,0.556839,0
